order_id,user_id,age,city,order_time,day_type,cuisine,meal_type,restaurant_type,order_value,discount_applied,delivery_fee,time_taken_to_order,rating_given,is_repeat_order,mood,hunger_level,company,rainy_weather
49462,3955,29,Chandigarh,Afternoon,Weekday,Chinese,Dinner,Mid-range,393,No,51,13,4,Yes,Stressed,Medium,Partner,No
49463,4566,28,Pune,Afternoon,Weekday,Desserts,Lunch,Budget,934,No,22,7,1,Yes,Lazy,Medium,Family,No
49464,4139,36,Chandigarh,Afternoon,Weekday,North Indian,Lunch,Budget,856,Yes,44,10,5,No,Lazy,Medium,Partner,No
49465,2045,20,Chandigarh,Evening,Weekday,Fast Food,Dinner,Premium,788,No,55,1,4,Yes,Stressed,High,Alone,Yes
49466,3617,36,Hyderabad,Morning,Weekend,North Indian,Dinner,Premium,104,No,61,5,5,Yes,Stressed,Low,Partner,Yes
49467,1670,35,Hyderabad,Afternoon,Weekend,Chinese,Breakfast,Budget,183,No,31,8,4,Yes,Celebrating,Low,Partner,Yes
49468,3987,24,Mumbai,Afternoon,Weekday,South Indian,Dinner,Premium,695,No,71,11,2,No,Happy,High,Alone,No
49469,1854,36,Pune,Afternoon,Weekday,Biryani,Lunch,Premium,465,Yes,22,1,4,No,Celebrating,Medium,Friends,No
49470,4414,22,Hyderabad,Afternoon,Weekend,North Indian,Lunch,Budget,679,No,47,11,3,No,Celebrating,Medium,Family,No
49471,2945,41,Chandigarh,Evening,Weekday,Fast Food,Breakfast,Budget,410,No,45,6,5,No,Celebrating,High,Alone,No
49472,4348,35,Chandigarh,Night,Weekday,Chinese,Breakfast,Mid-range,212,No,51,7,2,No,Celebrating,High,Family,No
49473,4515,36,Chandigarh,Night,Weekday,Biryani,Snacks,Budget,911,Yes,46,11,4,Yes,Happy,Low,Friends,No
49474,2928,24,Bangalore,Night,Weekend,North Indian,Lunch,Budget,892,No,27,7,3,Yes,Stressed,Low,Partner,Yes
49475,1231,19,Pune,Evening,Weekday,South Indian,Breakfast,Budget,554,No,70,9,4,Yes,Celebrating,High,Friends,No
49476,1729,29,Mumbai,Afternoon,Weekday,Chinese,Lunch,Mid-range,741,No,82,6,1,No,Stressed,High,Friends,No
49477,2132,30,Hyderabad,Morning,Weekday,Chinese,Lunch,Mid-range,512,Yes,24,12,4,Yes,Lazy,High,Partner,No
49478,4020,38,Pune,Afternoon,Weekend,Biryani,Breakfast,Mid-range,142,No,52,8,4,No,Lazy,Low,Alone,No
49479,3919,35,Pune,Afternoon,Weekend,Chinese,Lunch,Budget,975,No,96,3,5,No,Stressed,Medium,Family,Yes
49480,4065,18,Hyderabad,Evening,Weekday,South Indian,Breakfast,Budget,624,No,24,11,3,Yes,Stressed,Low,Alone,Yes
49481,1711,26,Delhi,Morning,Weekday,South Indian,Snacks,Budget,423,Yes,55,8,5,Yes,Stressed,Low,Partner,No
49482,1523,36,Pune,Evening,Weekday,North Indian,Snacks,Mid-range,257,Yes,20,7,3,Yes,Lazy,Low,Alone,No
49483,3561,24,Delhi,Morning,Weekend,Fast Food,Snacks,Mid-range,126,Yes,42,9,3,Yes,Lazy,High,Family,No
49484,3082,42,Mumbai,Evening,Weekday,North Indian,Snacks,Budget,604,Yes,99,13,5,No,Lazy,Low,Alone,Yes
49485,4904,22,Chandigarh,Evening,Weekend,Biryani,Lunch,Premium,211,Yes,51,5,5,No,Lazy,Low,Family,Yes
49486,2974,24,Pune,Night,Weekday,South Indian,Lunch,Premium,573,Yes,26,5,3,Yes,Lazy,Low,Family,Yes
49487,1028,26,Pune,Evening,Weekend,South Indian,Lunch,Premium,182,Yes,76,9,4,Yes,Stressed,High,Alone,No
49488,1945,43,Chandigarh,Evening,Weekend,North Indian,Snacks,Budget,444,Yes,46,8,4,No,Lazy,Low,Partner,No
49489,2836,24,Bangalore,Evening,Weekend,North Indian,Dinner,Mid-range,653,No,37,10,1,No,Lazy,High,Friends,No
49490,4437,41,Mumbai,Night,Weekend,South Indian,Snacks,Mid-range,314,No,81,9,5,No,Lazy,High,Friends,No
49491,4382,29,Bangalore,Afternoon,Weekday,Desserts,Dinner,Premium,850,No,48,6,5,No,Celebrating,Medium,Friends,Yes
49492,3857,23,Mumbai,Night,Weekend,Desserts,Breakfast,Premium,247,Yes,72,6,3,Yes,Happy,High,Family,No
49493,1147,44,Hyderabad,Evening,Weekend,Chinese,Dinner,Budget,103,Yes,49,8,5,No,Happy,High,Partner,Yes
49494,3248,24,Bangalore,Afternoon,Weekday,Desserts,Lunch,Budget,798,No,70,12,3,No,Lazy,Low,Friends,No
49495,3219,39,Hyderabad,Night,Weekday,North Indian,Dinner,Budget,948,Yes,81,3,1,Yes,Happy,High,Friends,Yes
49496,4181,42,Delhi,Evening,Weekday,South Indian,Dinner,Premium,230,Yes,79,9,2,Yes,Happy,High,Family,No
49497,4151,38,Pune,Morning,Weekday,South Indian,Dinner,Budget,734,Yes,88,9,5,No,Celebrating,Low,Alone,Yes
49498,1897,41,Bangalore,Afternoon,Weekday,Desserts,Lunch,Premium,981,Yes,92,4,2,Yes,Happy,Medium,Alone,No
49499,4337,20,Hyderabad,Afternoon,Weekday,North Indian,Dinner,Budget,416,No,95,12,4,No,Lazy,Low,Alone,Yes
49500,2918,40,Chandigarh,Morning,Weekday,Desserts,Dinner,Mid-range,342,Yes,96,4,5,Yes,Happy,High,Partner,No
49501,4709,30,Chandigarh,Afternoon,Weekend,Desserts,Breakfast,Budget,111,No,61,1,2,No,Lazy,Low,Alone,No
49502,2048,25,Delhi,Afternoon,Weekend,Fast Food,Breakfast,Premium,903,No,22,11,5,Yes,Lazy,High,Alone,Yes
49503,3133,42,Hyderabad,Night,Weekend,South Indian,Snacks,Budget,141,Yes,22,10,1,No,Celebrating,Low,Family,Yes
49504,2720,23,Chandigarh,Afternoon,Weekday,Desserts,Dinner,Mid-range,227,No,89,5,2,No,Happy,High,Partner,Yes
49505,2081,21,Chandigarh,Evening,Weekday,North Indian,Snacks,Premium,331,No,52,4,1,No,Celebrating,High,Alone,No
49506,1361,22,Chandigarh,Night,Weekend,Biryani,Dinner,Budget,226,No,73,14,5,Yes,Celebrating,Medium,Partner,No
49507,1736,34,Chandigarh,Evening,Weekday,South Indian,Breakfast,Budget,795,Yes,91,6,4,Yes,Stressed,High,Friends,No
49508,4023,42,Chandigarh,Afternoon,Weekday,South Indian,Dinner,Premium,157,Yes,42,9,4,No,Celebrating,Low,Partner,Yes
49509,1482,21,Hyderabad,Morning,Weekday,Fast Food,Breakfast,Budget,103,No,98,7,3,Yes,Lazy,Medium,Family,Yes
49510,3544,23,Pune,Afternoon,Weekday,Desserts,Dinner,Premium,552,Yes,60,10,3,Yes,Happy,Medium,Alone,Yes
49511,3544,41,Pune,Night,Weekday,Desserts,Dinner,Mid-range,300,No,27,2,5,No,Happy,Medium,Alone,No
49512,4343,33,Pune,Morning,Weekend,Biryani,Lunch,Premium,292,No,21,2,2,No,Stressed,High,Alone,Yes
49513,4660,27,Hyderabad,Evening,Weekday,Desserts,Breakfast,Premium,970,Yes,40,5,2,No,Celebrating,Low,Alone,Yes
49514,4693,29,Pune,Afternoon,Weekend,Chinese,Dinner,Budget,937,Yes,95,7,2,Yes,Lazy,High,Friends,No
49515,1636,39,Chandigarh,Afternoon,Weekend,South Indian,Snacks,Premium,473,No,86,5,1,No,Celebrating,Medium,Alone,No
49516,1226,36,Chandigarh,Evening,Weekday,Desserts,Dinner,Mid-range,626,No,67,2,4,No,Happy,Low,Alone,Yes
49517,2162,41,Hyderabad,Evening,Weekday,Fast Food,Breakfast,Premium,244,No,53,8,5,No,Celebrating,Medium,Partner,Yes
49518,3890,33,Chandigarh,Morning,Weekend,South Indian,Dinner,Mid-range,229,Yes,84,6,5,Yes,Happy,Low,Family,Yes
49519,2887,35,Mumbai,Evening,Weekday,Biryani,Dinner,Premium,734,No,87,8,2,Yes,Stressed,High,Alone,No
49520,1026,33,Delhi,Afternoon,Weekday,North Indian,Breakfast,Premium,261,No,34,10,4,Yes,Lazy,Low,Family,No
49521,4504,21,Bangalore,Afternoon,Weekday,North Indian,Dinner,Premium,117,Yes,61,6,3,Yes,Celebrating,High,Family,No
49522,1885,36,Hyderabad,Night,Weekend,Fast Food,Lunch,Budget,230,Yes,65,1,3,Yes,Happy,Low,Friends,No
49523,2576,33,Hyderabad,Afternoon,Weekend,South Indian,Lunch,Budget,400,No,86,4,4,Yes,Lazy,Medium,Friends,No
49524,1222,33,Pune,Evening,Weekday,South Indian,Snacks,Premium,526,No,97,8,3,Yes,Stressed,High,Family,Yes
49525,2304,23,Mumbai,Afternoon,Weekend,North Indian,Snacks,Budget,969,Yes,96,1,4,Yes,Happy,High,Alone,Yes
49526,3663,39,Hyderabad,Night,Weekend,Biryani,Dinner,Premium,967,Yes,84,2,2,No,Celebrating,High,Family,Yes
49527,1049,42,Bangalore,Night,Weekend,Desserts,Dinner,Mid-range,888,Yes,54,1,5,No,Lazy,Medium,Partner,No
49528,3409,31,Delhi,Morning,Weekend,Desserts,Breakfast,Budget,474,Yes,68,11,2,Yes,Lazy,Low,Alone,Yes
49529,1001,39,Chandigarh,Morning,Weekday,Biryani,Breakfast,Premium,304,Yes,96,4,3,Yes,Happy,Low,Friends,No
49530,3961,42,Delhi,Evening,Weekend,North Indian,Snacks,Mid-range,381,No,34,6,5,No,Celebrating,Medium,Friends,No
49531,3716,43,Bangalore,Afternoon,Weekday,North Indian,Lunch,Mid-range,102,No,91,10,2,No,Celebrating,Medium,Friends,Yes
49532,2135,22,Hyderabad,Night,Weekday,Desserts,Snacks,Budget,535,No,27,3,2,Yes,Happy,High,Partner,No
49533,3465,43,Mumbai,Night,Weekday,Biryani,Breakfast,Premium,518,Yes,75,1,3,No,Celebrating,Low,Alone,No
49534,3140,39,Delhi,Night,Weekday,North Indian,Lunch,Budget,475,Yes,54,12,5,No,Lazy,High,Family,No
49535,1910,42,Delhi,Night,Weekday,South Indian,Breakfast,Mid-range,997,Yes,49,14,2,No,Happy,High,Family,Yes
49536,1548,22,Chandigarh,Night,Weekend,Fast Food,Lunch,Mid-range,172,Yes,87,6,2,No,Lazy,Low,Friends,Yes
49537,2129,18,Pune,Night,Weekend,South Indian,Breakfast,Premium,976,Yes,99,14,4,No,Celebrating,Medium,Alone,Yes
49538,2020,32,Mumbai,Morning,Weekend,Biryani,Breakfast,Premium,542,Yes,66,14,4,Yes,Happy,Medium,Partner,Yes
49539,2774,24,Chandigarh,Morning,Weekday,Chinese,Lunch,Premium,193,No,65,10,2,Yes,Celebrating,Medium,Friends,No
49540,2143,24,Mumbai,Night,Weekend,Chinese,Snacks,Budget,143,Yes,72,13,3,No,Celebrating,Low,Alone,Yes
49541,2243,39,Chandigarh,Afternoon,Weekday,South Indian,Breakfast,Premium,898,No,76,4,5,No,Stressed,High,Partner,No
49542,1621,24,Bangalore,Night,Weekend,Biryani,Snacks,Budget,460,Yes,86,12,3,Yes,Happy,Low,Alone,No
49543,4959,33,Chandigarh,Morning,Weekday,Desserts,Lunch,Premium,771,No,24,6,2,Yes,Celebrating,Medium,Partner,No
49544,2436,20,Mumbai,Night,Weekend,Desserts,Dinner,Mid-range,577,No,69,14,2,No,Happy,High,Family,Yes
49545,2522,32,Hyderabad,Evening,Weekday,Desserts,Snacks,Budget,660,No,37,1,4,Yes,Stressed,Low,Friends,No
49546,3268,26,Bangalore,Evening,Weekday,Desserts,Breakfast,Budget,648,Yes,55,10,4,Yes,Lazy,Low,Alone,No
49547,2929,35,Chandigarh,Evening,Weekend,Chinese,Lunch,Premium,485,Yes,48,5,3,No,Lazy,Medium,Partner,No
49548,4799,22,Hyderabad,Morning,Weekend,South Indian,Lunch,Premium,807,No,76,12,4,Yes,Celebrating,Low,Alone,Yes
49549,2976,34,Chandigarh,Afternoon,Weekend,Chinese,Lunch,Mid-range,987,No,64,10,5,Yes,Stressed,Low,Partner,Yes
49550,4726,40,Mumbai,Afternoon,Weekday,North Indian,Lunch,Premium,156,Yes,49,14,1,Yes,Lazy,Low,Family,No
49551,1374,18,Pune,Afternoon,Weekday,Chinese,Snacks,Mid-range,197,Yes,42,9,4,Yes,Celebrating,Medium,Friends,Yes
49552,4947,32,Hyderabad,Evening,Weekend,Chinese,Snacks,Mid-range,941,Yes,60,7,4,No,Lazy,Medium,Alone,No
49553,1554,27,Delhi,Morning,Weekend,Biryani,Snacks,Budget,190,No,92,14,4,Yes,Lazy,Medium,Alone,No
49554,3788,28,Delhi,Night,Weekend,Chinese,Lunch,Premium,216,Yes,73,2,4,No,Happy,Medium,Friends,Yes
49555,2155,27,Mumbai,Morning,Weekend,South Indian,Lunch,Premium,748,Yes,63,11,5,Yes,Celebrating,Low,Family,Yes
49556,4742,20,Hyderabad,Evening,Weekend,South Indian,Lunch,Premium,221,No,32,3,5,Yes,Stressed,High,Friends,No
49557,2371,36,Delhi,Afternoon,Weekend,Chinese,Breakfast,Mid-range,226,No,70,7,4,Yes,Lazy,Low,Alone,Yes
49558,1980,24,Chandigarh,Afternoon,Weekend,North Indian,Lunch,Premium,478,Yes,33,10,3,Yes,Celebrating,High,Partner,No
49559,4836,35,Mumbai,Evening,Weekday,South Indian,Snacks,Budget,149,Yes,51,1,4,Yes,Stressed,Medium,Partner,Yes
49560,3508,35,Delhi,Morning,Weekend,Fast Food,Lunch,Budget,547,Yes,93,11,2,Yes,Stressed,Medium,Partner,Yes
49561,2079,39,Mumbai,Afternoon,Weekend,Chinese,Lunch,Mid-range,549,Yes,87,5,4,No,Stressed,Low,Partner,Yes
49562,3474,26,Mumbai,Afternoon,Weekend,Chinese,Lunch,Mid-range,779,Yes,28,2,1,Yes,Stressed,High,Partner,No
49563,4456,34,Hyderabad,Night,Weekday,Chinese,Breakfast,Mid-range,210,No,94,11,1,No,Stressed,Medium,Family,Yes
49564,4579,37,Bangalore,Night,Weekend,Chinese,Snacks,Budget,161,Yes,84,7,1,Yes,Stressed,Medium,Alone,Yes
49565,3704,39,Chandigarh,Night,Weekday,Fast Food,Snacks,Mid-range,551,Yes,25,5,3,Yes,Lazy,Medium,Family,Yes
49566,3003,30,Bangalore,Morning,Weekday,Fast Food,Dinner,Premium,184,Yes,28,3,3,Yes,Happy,Medium,Friends,No
49567,3754,44,Chandigarh,Morning,Weekday,North Indian,Lunch,Mid-range,119,Yes,46,9,2,No,Stressed,Low,Partner,No
49568,2372,33,Hyderabad,Evening,Weekday,Chinese,Dinner,Premium,888,No,82,10,2,No,Happy,High,Alone,No
49569,3000,30,Pune,Night,Weekend,Desserts,Lunch,Premium,397,Yes,53,10,3,No,Lazy,Low,Friends,No
49570,2461,36,Pune,Night,Weekend,North Indian,Breakfast,Budget,375,Yes,86,5,3,Yes,Celebrating,Low,Alone,Yes
49571,4521,36,Delhi,Evening,Weekday,Desserts,Breakfast,Budget,645,No,40,14,3,No,Lazy,High,Family,No
49572,3549,18,Hyderabad,Afternoon,Weekend,Desserts,Breakfast,Mid-range,996,Yes,58,2,2,No,Lazy,High,Partner,No
49573,3663,22,Hyderabad,Morning,Weekday,North Indian,Snacks,Premium,745,No,37,13,5,Yes,Celebrating,Medium,Alone,Yes
49574,4745,41,Bangalore,Night,Weekend,South Indian,Breakfast,Premium,696,Yes,64,2,2,Yes,Happy,Medium,Partner,No
49575,4819,35,Pune,Afternoon,Weekend,North Indian,Snacks,Budget,831,Yes,69,6,1,Yes,Celebrating,Medium,Alone,No
49576,2344,43,Mumbai,Morning,Weekend,Desserts,Snacks,Mid-range,601,Yes,69,12,1,No,Celebrating,Medium,Alone,Yes
49577,4262,36,Mumbai,Afternoon,Weekend,North Indian,Dinner,Budget,642,No,95,3,5,No,Lazy,Medium,Partner,Yes
49578,1596,41,Chandigarh,Evening,Weekend,Biryani,Dinner,Premium,832,No,84,2,3,Yes,Lazy,Low,Alone,Yes
49579,1166,33,Hyderabad,Afternoon,Weekday,Desserts,Breakfast,Budget,842,No,53,11,4,No,Stressed,Low,Family,No
49580,3115,42,Bangalore,Evening,Weekend,Desserts,Lunch,Mid-range,703,Yes,45,4,1,No,Lazy,Low,Partner,Yes
49581,4840,34,Hyderabad,Morning,Weekend,Fast Food,Snacks,Budget,796,Yes,50,1,5,No,Stressed,High,Alone,Yes
49582,3902,40,Hyderabad,Night,Weekend,North Indian,Breakfast,Budget,543,Yes,85,10,5,Yes,Happy,High,Friends,Yes
49583,3515,24,Hyderabad,Night,Weekend,Fast Food,Snacks,Premium,404,Yes,42,9,2,Yes,Happy,High,Alone,No
49584,4414,43,Pune,Evening,Weekday,Fast Food,Snacks,Mid-range,602,No,86,1,4,No,Celebrating,Low,Friends,Yes
49585,1809,37,Delhi,Afternoon,Weekday,North Indian,Dinner,Budget,138,No,45,14,3,No,Lazy,Low,Alone,Yes
49586,3193,18,Delhi,Morning,Weekend,Chinese,Snacks,Budget,652,Yes,37,10,2,Yes,Celebrating,Low,Partner,Yes
49587,4718,35,Delhi,Morning,Weekday,South Indian,Breakfast,Mid-range,375,No,36,5,3,Yes,Stressed,Low,Alone,No
49588,2725,36,Chandigarh,Night,Weekday,Chinese,Snacks,Premium,295,Yes,53,9,3,No,Lazy,Low,Partner,Yes
49589,4748,20,Pune,Morning,Weekday,Desserts,Dinner,Mid-range,783,Yes,98,10,2,Yes,Lazy,Low,Friends,Yes
49590,3595,30,Delhi,Night,Weekday,Chinese,Dinner,Budget,677,No,57,2,3,Yes,Happy,Medium,Family,No
49591,1489,21,Pune,Evening,Weekday,North Indian,Breakfast,Budget,963,No,42,2,5,Yes,Happy,Low,Partner,Yes
49592,3946,21,Hyderabad,Morning,Weekend,Chinese,Lunch,Premium,190,No,93,11,4,Yes,Happy,Medium,Alone,No
49593,2050,32,Delhi,Afternoon,Weekday,Chinese,Breakfast,Premium,901,No,29,14,1,Yes,Celebrating,High,Partner,No
49594,1947,28,Bangalore,Evening,Weekend,Desserts,Breakfast,Mid-range,870,Yes,27,4,5,Yes,Celebrating,High,Friends,No
49595,2826,44,Bangalore,Afternoon,Weekday,South Indian,Dinner,Budget,218,Yes,49,10,3,Yes,Stressed,Medium,Alone,Yes
49596,4476,25,Pune,Afternoon,Weekday,Fast Food,Lunch,Premium,100,No,67,9,4,No,Lazy,Low,Partner,No
49597,2814,31,Pune,Morning,Weekend,Biryani,Snacks,Premium,637,Yes,22,12,3,Yes,Lazy,High,Partner,No
49598,4142,36,Chandigarh,Morning,Weekend,Biryani,Breakfast,Premium,625,Yes,27,1,3,No,Lazy,Low,Partner,Yes
49599,4446,40,Mumbai,Morning,Weekday,Biryani,Snacks,Budget,519,Yes,52,9,2,No,Celebrating,High,Friends,Yes
49600,1626,32,Bangalore,Evening,Weekend,North Indian,Breakfast,Premium,891,Yes,57,13,5,No,Celebrating,High,Alone,No
49601,4069,44,Delhi,Night,Weekday,North Indian,Dinner,Premium,147,No,80,5,3,No,Celebrating,Medium,Partner,No
49602,3115,22,Mumbai,Morning,Weekend,Biryani,Snacks,Premium,880,No,94,11,2,Yes,Lazy,Medium,Friends,Yes
49603,2112,30,Mumbai,Night,Weekend,Fast Food,Lunch,Budget,134,No,28,9,3,Yes,Stressed,Low,Partner,Yes
49604,1492,28,Bangalore,Evening,Weekend,Fast Food,Dinner,Budget,107,No,34,4,4,No,Stressed,High,Family,No
49605,2997,28,Mumbai,Night,Weekday,Biryani,Snacks,Budget,897,Yes,60,12,3,No,Happy,High,Family,Yes
49606,4262,43,Mumbai,Morning,Weekend,North Indian,Lunch,Mid-range,333,Yes,70,12,3,No,Stressed,Low,Alone,Yes
49607,1237,18,Hyderabad,Evening,Weekend,Fast Food,Dinner,Mid-range,852,No,46,9,5,Yes,Celebrating,High,Family,Yes
49608,2081,42,Hyderabad,Morning,Weekday,North Indian,Dinner,Premium,379,Yes,72,9,3,Yes,Celebrating,Medium,Family,Yes
49609,1472,31,Delhi,Afternoon,Weekday,Desserts,Lunch,Mid-range,788,No,86,14,1,Yes,Celebrating,High,Partner,No
49610,4274,42,Chandigarh,Evening,Weekend,Desserts,Dinner,Mid-range,830,Yes,38,5,4,Yes,Happy,High,Partner,No
49611,4535,34,Chandigarh,Night,Weekend,Chinese,Lunch,Mid-range,986,Yes,45,2,5,No,Happy,High,Partner,Yes
49612,1436,34,Chandigarh,Morning,Weekday,Fast Food,Dinner,Premium,225,Yes,91,13,1,No,Happy,Low,Family,Yes
49613,2564,23,Hyderabad,Evening,Weekend,Fast Food,Dinner,Premium,879,No,28,4,2,No,Happy,Medium,Partner,Yes
49614,1180,33,Pune,Night,Weekday,North Indian,Lunch,Mid-range,799,Yes,79,12,5,Yes,Lazy,Low,Family,Yes
49615,3779,35,Mumbai,Afternoon,Weekday,Desserts,Lunch,Premium,827,Yes,67,4,1,No,Lazy,Medium,Partner,No
49616,4715,21,Pune,Night,Weekend,South Indian,Snacks,Premium,991,Yes,45,3,2,Yes,Lazy,Medium,Alone,Yes
49617,1760,38,Chandigarh,Afternoon,Weekday,North Indian,Breakfast,Mid-range,240,No,73,12,1,Yes,Stressed,Medium,Family,Yes
49618,3633,41,Bangalore,Night,Weekday,Biryani,Snacks,Premium,494,Yes,74,5,1,Yes,Lazy,High,Family,No
49619,2084,22,Chandigarh,Afternoon,Weekend,Fast Food,Snacks,Premium,362,No,28,1,5,No,Stressed,Medium,Family,Yes
49620,2307,27,Hyderabad,Night,Weekday,Fast Food,Snacks,Premium,762,Yes,85,8,3,Yes,Happy,Medium,Friends,No
49621,2947,20,Mumbai,Afternoon,Weekend,Biryani,Snacks,Budget,561,No,78,5,3,No,Happy,High,Friends,Yes
49622,1496,42,Bangalore,Afternoon,Weekday,South Indian,Snacks,Premium,766,Yes,32,6,3,Yes,Happy,Low,Friends,Yes
49623,4717,31,Chandigarh,Evening,Weekday,Biryani,Dinner,Premium,202,No,87,12,1,Yes,Stressed,Medium,Family,Yes
49624,2140,42,Bangalore,Night,Weekday,Biryani,Dinner,Mid-range,187,Yes,25,13,5,No,Happy,High,Alone,No
49625,3691,29,Pune,Night,Weekend,Desserts,Breakfast,Mid-range,713,Yes,29,2,5,Yes,Lazy,High,Friends,No
49626,2394,32,Pune,Evening,Weekday,Chinese,Snacks,Budget,594,No,92,13,5,No,Happy,Medium,Partner,No
49627,3772,20,Chandigarh,Afternoon,Weekend,Chinese,Lunch,Mid-range,536,No,74,3,3,No,Stressed,Medium,Friends,No
49628,2745,24,Hyderabad,Evening,Weekday,Fast Food,Dinner,Mid-range,333,No,72,8,2,Yes,Lazy,High,Alone,Yes
49629,3200,18,Hyderabad,Afternoon,Weekend,Chinese,Breakfast,Premium,438,Yes,69,13,3,No,Lazy,High,Alone,Yes
49630,1027,29,Mumbai,Morning,Weekend,Biryani,Snacks,Premium,819,Yes,22,8,3,No,Stressed,Medium,Family,Yes
49631,1073,23,Chandigarh,Night,Weekend,North Indian,Lunch,Budget,456,No,75,6,5,No,Lazy,Medium,Alone,No
49632,4268,31,Chandigarh,Night,Weekend,North Indian,Breakfast,Budget,346,Yes,52,12,1,Yes,Happy,Low,Family,Yes
49633,3289,25,Mumbai,Night,Weekday,Biryani,Dinner,Budget,253,Yes,79,6,3,No,Lazy,Medium,Partner,No
49634,2226,20,Bangalore,Afternoon,Weekend,Fast Food,Snacks,Budget,981,Yes,62,13,2,Yes,Stressed,High,Friends,Yes
49635,3762,19,Chandigarh,Morning,Weekend,North Indian,Breakfast,Mid-range,204,Yes,89,13,2,Yes,Stressed,Low,Family,Yes
49636,4927,25,Delhi,Evening,Weekday,Fast Food,Snacks,Mid-range,743,No,53,8,4,Yes,Lazy,Low,Friends,Yes
49637,3812,25,Mumbai,Afternoon,Weekday,North Indian,Breakfast,Mid-range,804,No,59,13,4,No,Happy,Low,Partner,No
49638,1179,34,Bangalore,Evening,Weekend,Biryani,Lunch,Premium,785,Yes,69,2,3,Yes,Lazy,Low,Alone,Yes
49639,4508,28,Delhi,Afternoon,Weekday,Biryani,Snacks,Premium,313,Yes,42,7,1,No,Happy,High,Alone,No
49640,1901,40,Mumbai,Night,Weekend,North Indian,Dinner,Budget,948,Yes,20,3,4,Yes,Celebrating,Medium,Family,No
49641,4933,18,Pune,Morning,Weekday,Desserts,Lunch,Premium,223,Yes,62,9,2,No,Celebrating,Low,Alone,Yes
49642,3390,28,Delhi,Evening,Weekend,Desserts,Breakfast,Budget,331,Yes,46,4,5,No,Celebrating,Medium,Family,No
49643,2985,33,Mumbai,Afternoon,Weekday,South Indian,Snacks,Budget,487,No,89,3,1,Yes,Lazy,Low,Family,Yes
49644,1216,19,Delhi,Morning,Weekday,Chinese,Snacks,Budget,562,Yes,48,10,2,Yes,Happy,Low,Alone,Yes
49645,3147,42,Pune,Evening,Weekend,North Indian,Breakfast,Premium,505,Yes,25,13,5,Yes,Happy,High,Friends,Yes
49646,3220,27,Bangalore,Evening,Weekend,Fast Food,Lunch,Premium,768,Yes,53,2,2,Yes,Lazy,Medium,Family,No
49647,2683,26,Chandigarh,Afternoon,Weekend,Chinese,Dinner,Mid-range,709,Yes,36,1,3,Yes,Happy,Medium,Alone,No
49648,4575,43,Bangalore,Night,Weekend,Desserts,Breakfast,Budget,734,Yes,86,12,2,No,Lazy,High,Friends,No
49649,4577,43,Bangalore,Morning,Weekend,Biryani,Lunch,Mid-range,447,Yes,99,8,1,Yes,Celebrating,Low,Family,No
49650,1491,26,Mumbai,Evening,Weekend,Chinese,Lunch,Mid-range,848,Yes,52,7,4,Yes,Stressed,High,Family,No
49651,1508,22,Delhi,Night,Weekday,North Indian,Dinner,Mid-range,764,No,75,6,3,Yes,Stressed,Low,Family,Yes
49652,1639,33,Bangalore,Afternoon,Weekend,Biryani,Lunch,Budget,792,No,62,9,5,Yes,Lazy,Low,Friends,No
49653,4317,21,Chandigarh,Morning,Weekday,Fast Food,Lunch,Mid-range,550,No,68,11,4,Yes,Stressed,High,Friends,No
49654,2695,23,Bangalore,Evening,Weekend,Biryani,Snacks,Premium,982,Yes,90,5,2,No,Happy,High,Alone,Yes
49655,3036,30,Hyderabad,Morning,Weekend,Fast Food,Snacks,Premium,768,No,21,13,1,Yes,Celebrating,Medium,Partner,Yes
49656,1325,21,Chandigarh,Afternoon,Weekday,North Indian,Lunch,Mid-range,446,No,55,5,2,Yes,Celebrating,High,Friends,No
49657,4695,23,Delhi,Afternoon,Weekday,South Indian,Snacks,Premium,527,No,46,3,5,Yes,Celebrating,Medium,Family,Yes
49658,3293,37,Pune,Morning,Weekday,Fast Food,Breakfast,Premium,856,No,80,3,1,No,Happy,High,Alone,No
49659,1866,33,Pune,Morning,Weekday,Desserts,Snacks,Premium,622,Yes,35,2,3,No,Stressed,High,Family,Yes
49660,2930,38,Chandigarh,Afternoon,Weekday,Fast Food,Breakfast,Mid-range,948,No,98,14,1,Yes,Stressed,Medium,Family,Yes
49661,4447,40,Chandigarh,Afternoon,Weekday,South Indian,Lunch,Mid-range,615,Yes,25,10,5,No,Celebrating,Low,Friends,No
49662,4225,39,Delhi,Afternoon,Weekday,Biryani,Dinner,Mid-range,736,No,90,11,4,No,Lazy,Medium,Friends,No
49663,4573,31,Mumbai,Morning,Weekday,Desserts,Dinner,Mid-range,114,Yes,62,3,5,Yes,Stressed,Low,Alone,Yes
49664,3077,25,Pune,Morning,Weekday,Chinese,Lunch,Premium,667,No,97,14,5,No,Happy,Medium,Family,No
49665,4997,41,Mumbai,Afternoon,Weekend,Fast Food,Snacks,Premium,796,No,50,5,3,No,Celebrating,Low,Partner,No
49666,2646,37,Pune,Evening,Weekday,Biryani,Breakfast,Premium,746,No,64,13,5,No,Lazy,High,Alone,No
49667,3335,25,Pune,Afternoon,Weekend,South Indian,Lunch,Mid-range,344,No,67,12,5,No,Celebrating,Medium,Family,No
49668,2611,21,Pune,Morning,Weekend,Biryani,Breakfast,Premium,554,Yes,75,10,3,Yes,Lazy,Low,Partner,Yes
